order_item_id,order_id,product_id,quantity,unit_price,discount
150,75,29,1,1299.00,0.00
151,76,12,4,699.00,0.00
152,76,36,2,399.00,0.10
153,77,15,1,899.00,0.15
154,77,43,3,599.00,0.00
155,78,24,2,399.00,0.00
156,78,50,1,899.00,0.00
157,79,6,3,1499.00,0.00
158,79,7,2,2999.00,0.00
159,80,2,4,499.00,0.10
160,80,14,3,4999.00,0.10
161,81,1,1,2499.00,0.00
162,81,21,1,899.00,0.20
163,82,5,2,599.00,0.00
164,82,28,2,699.00,0.00
165,83,18,3,349.00,0.00
166,83,35,3,599.00,0.00
167,84,7,4,2999.00,0.15
168,84,42,1,199.00,0.10
169,85,3,1,799.00,0.10
170,85,49,2,599.00,0.00
171,86,12,2,699.00,0.00
172,86,6,3,1499.00,0.00
173,87,15,3,899.00,0.00
174,87,13,1,1199.00,0.00
175,88,24,4,399.00,0.05
176,88,20,2,1599.00,0.10
177,89,6,1,1499.00,0.00
178,89,27,3,15000.00,0.00
179,90,2,2,499.00,0.10
180,90,34,1,299.00,0.20
181,91,1,3,2499.00,0.15
182,91,41,2,1500.00,0.00
183,92,5,4,599.00,0.00
184,92,48,3,699.00,0.10
185,93,18,1,349.00,0.00
186,93,5,1,599.00,0.00
187,94,7,2,2999.00,0.00
188,94,12,2,699.00,0.00
189,95,3,3,799.00,0.10
190,95,19,3,499.00,0.00
191,96,12,4,699.00,0.00
192,96,26,1,4999.00,0.10
193,97,15,1,899.00,0.00
194,97,33,2,1999.00,0.00
195,98,24,2,399.00,0.15
196,98,40,3,899.00,0.05
197,99,6,3,1499.00,0.05
198,99,47,1,799.00,0.20
199,100,2,4,499.00,0.10
200,100,4,2,3499.00,0.10
201,101,1,1,2499.00,0.00
202,101,11,3,399.00,0.00
203,102,5,2,599.00,0.00
204,102,18,1,349.00,0.00
205,103,18,3,349.00,0.00
206,103,25,2,799.00,0.00
207,104,7,4,2999.00,0.00
208,104,32,3,1299.00,0.10
209,105,3,1,799.00,0.10
210,105,39,1,6500.00,0.00
211,106,12,2,699.00,0.00
212,106,46,2,150.00,0.00
213,107,15,3,899.00,0.00
214,107,3,3,799.00,0.00
215,108,24,4,399.00,0.00
216,108,10,1,699.00,0.10
217,109,6,1,1499.00,0.00
218,109,17,2,2499.00,0.00
219,110,2,2,499.00,0.10
220,110,24,3,399.00,0.00
221,111,1,3,2499.00,0.00
222,111,31,1,799.00,0.00
223,112,5,4,599.00,0.15
224,112,38,2,2500.00,0.10
225,113,18,1,349.00,0.00
226,113,45,3,450.00,0.00
227,114,7,2,2999.00,0.00
228,114,2,1,499.00,0.00
229,115,3,3,799.00,0.10
230,115,9,2,499.00,0.00
231,116,12,4,699.00,0.00
232,116,16,3,599.00,0.10
233,117,15,1,899.00,0.00
234,117,23,1,499.00,0.20
235,118,24,2,399.00,0.00
236,118,30,2,8000.00,0.00
237,119,6,3,1499.00,0.15
238,119,37,3,499.00,0.00
239,120,2,4,499.00,0.10
240,120,44,1,299.00,0.10
241,121,1,1,2499.00,0.05
242,121,2,2,499.00,0.00
243,122,5,2,599.00,0.00
244,122,8,3,3999.00,0.00
245,123,18,3,349.00,0.00
246,123,15,1,899.00,0.00
247,124,7,4,2999.00,0.00
248,124,22,2,1299.00,0.10
249,125,3,1,799.00,0.10
250,125,29,3,1299.00,0.00
251,126,12,2,699.00,0.15
252,126,36,1,399.00,0.20
253,127,15,3,899.00,0.00
254,127,43,2,599.00,0.00
255,128,24,4,399.00,0.00
256,128,50,3,899.00,0.10
257,129,6,1,1499.00,0.00
258,129,7,1,2999.00,0.00
259,130,2,2,499.00,0.10
260,130,14,2,4999.00,0.00
261,131,1,3,2499.00,0.00
262,131,21,3,899.00,0.00
263,132,5,4,599.00,0.05
264,132,28,1,699.00,0.10
265,133,18,1,349.00,0.15
266,133,35,2,599.00,0.00
267,134,7,2,2999.00,0.00
268,134,42,3,199.00,0.00
269,135,3,3,799.00,0.10
270,135,49,1,599.00,0.20
271,136,12,4,699.00,0.00
272,136,6,2,1499.00,0.10
273,137,15,1,899.00,0.00
274,137,13,3,1199.00,0.00
275,138,24,2,399.00,0.00
276,138,20,1,1599.00,0.00
277,139,6,3,1499.00,0.00
278,139,27,2,15000.00,0.00
279,140,2,4,499.00,0.10
280,140,34,3,299.00,0.10
281,141,1,1,2499.00,0.00
282,141,41,1,1500.00,0.00
283,142,5,2,599.00,0.00
284,142,48,2,699.00,0.00
285,143,18,3,349.00,0.05
286,143,5,3,599.00,0.00
287,144,7,4,2999.00,0.00
288,144,12,1,699.00,0.10
289,145,3,1,799.00,0.10
290,145,19,2,499.00,0.00
291,146,12,2,699.00,0.00
292,146,26,3,4999.00,0.00
293,147,15,3,899.00,0.15
294,147,33,1,1999.00,0.00
295,148,24,4,399.00,0.00
296,148,40,2,899.00,0.10
297,149,6,1,1499.00,0.00
298,149,47,3,799.00,0.00
299,150,2,2,499.00,0.10
300,150,4,1,3499.00,0.00
301,151,1,3,2499.00,0.00
302,151,11,2,399.00,0.00
303,152,5,4,599.00,0.00
304,152,18,3,349.00,0.10
305,153,18,1,349.00,0.00
306,153,25,1,799.00,0.20
307,154,7,2,2999.00,0.15
308,154,32,2,1299.00,0.05
309,155,3,3,799.00,0.10
310,155,39,3,6500.00,0.00
311,156,12,4,699.00,0.00
312,156,46,1,150.00,0.10
313,157,15,1,899.00,0.00
314,157,3,2,799.00,0.00
315,158,24,2,399.00,0.00
316,158,10,3,699.00,0.00
317,159,6,3,1499.00,0.00
318,159,17,1,2499.00,0.00
319,160,2,4,499.00,0.10
320,160,24,2,399.00,0.10
321,161,1,1,2499.00,0.15
322,161,31,3,799.00,0.00
323,162,5,2,599.00,0.00
324,162,38,1,2500.00,0.20
325,163,18,3,349.00,0.00
326,163,45,2,450.00,0.00
327,164,7,4,2999.00,0.00
328,164,2,3,499.00,0.10
329,165,3,1,799.00,0.10
330,165,9,1,499.00,0.00
331,166,12,2,699.00,0.00
332,166,16,2,599.00,0.00
333,167,15,3,899.00,0.00
334,167,23,3,499.00,0.00
335,168,24,4,399.00,0.15
336,168,30,1,8000.00,0.10
337,169,6,1,1499.00,0.00
338,169,37,2,499.00,0.00
339,170,2,2,499.00,0.10
340,170,44,3,299.00,0.00
341,171,1,3,2499.00,0.00
342,171,2,1,499.00,0.20
343,172,5,4,599.00,0.00
344,172,8,2,3999.00,0.10
345,173,18,1,349.00,0.00
346,173,15,3,899.00,0.00
347,174,7,2,2999.00,0.00
348,174,22,1,1299.00,0.00
349,175,3,3,799.00,0.10
350,175,29,2,1299.00,0.00
351,176,12,4,699.00,0.05
352,176,36,3,399.00,0.10
353,177,15,1,899.00,0.00
354,177,43,1,599.00,0.00
355,178,24,2,399.00,0.00
356,178,50,2,899.00,0.00
357,179,6,3,1499.00,0.00
358,179,7,3,2999.00,0.00
359,180,2,4,499.00,0.10
360,180,14,1,4999.00,0.10
361,181,1,1,2499.00,0.00
362,181,21,2,899.00,0.00
363,182,5,2,599.00,0.15
364,182,28,3,699.00,0.05
365,183,18,3,349.00,0.00
366,183,35,1,599.00,0.00
367,184,7,4,2999.00,0.00
368,184,42,2,199.00,0.10
369,185,3,1,799.00,0.10
370,185,49,3,599.00,0.00
371,186,12,2,699.00,0.00
372,186,6,1,1499.00,0.00
373,187,15,3,899.00,0.05
374,187,13,2,1199.00,0.00
375,188,24,4,399.00,0.00
376,188,20,3,1599.00,0.10
377,189,6,1,1499.00,0.15
378,189,27,1,15000.00,0.20
379,190,2,2,499.00,0.10
380,190,34,2,299.00,0.00
381,191,1,3,2499.00,0.00
382,191,41,3,1500.00,0.00
383,192,5,4,599.00,0.00
384,192,48,1,699.00,0.10
385,193,18,1,349.00,0.00
386,193,5,2,599.00,0.00
387,194,7,2,2999.00,0.00
388,194,12,3,699.00,0.00
389,195,3,3,799.00,0.10
390,195,19,1,499.00,0.00
391,196,12,4,699.00,0.15
392,196,26,2,4999.00,0.10
393,197,15,1,899.00,0.00
394,197,33,3,1999.00,0.00
395,198,24,2,399.00,0.05
396,198,40,1,899.00,0.20
397,199,6,3,1499.00,0.00
398,199,47,2,799.00,0.00
399,200,2,4,499.00,0.10
400,200,4,3,3499.00,0.10
401,201,1,1,2499.00,0.00
402,201,11,1,399.00,0.00
403,202,5,2,599.00,0.00
404,202,18,2,349.00,0.00
405,203,18,3,349.00,0.15
406,203,25,3,799.00,0.00
407,204,7,4,2999.00,0.00
408,204,32,1,1299.00,0.10
409,205,3,1,799.00,0.10
410,205,39,2,6500.00,0.00
411,206,12,2,699.00,0.00
412,206,46,3,150.00,0.00
413,207,15,3,899.00,0.00
414,207,3,1,799.00,0.20
415,208,24,4,399.00,0.00
416,208,10,2,699.00,0.10
417,209,6,1,1499.00,0.05
418,209,17,3,2499.00,0.00
419,210,2,2,499.00,0.10
420,210,24,1,399.00,0.05
421,211,1,3,2499.00,0.00
422,211,31,2,799.00,0.00
423,212,5,4,599.00,0.00
424,212,38,3,2500.00,0.10
425,213,18,1,349.00,0.00
426,213,45,1,450.00,0.00
427,214,7,2,2999.00,0.00
428,214,2,2,499.00,0.00
429,215,3,3,799.00,0.10
430,215,9,3,499.00,0.00
431,216,12,4,699.00,0.00
432,216,16,1,599.00,0.10
433,217,15,1,899.00,0.15
434,217,23,2,499.00,0.00
435,218,24,2,399.00,0.00
436,218,30,3,8000.00,0.00
437,219,6,3,1499.00,0.00
438,219,37,1,499.00,0.00
439,220,2,4,499.00,0.10
440,220,44,2,299.00,0.10
441,221,1,1,2499.00,0.00
442,221,2,3,499.00,0.00
443,222,5,2,599.00,0.00
444,222,8,1,3999.00,0.00
445,223,18,3,349.00,0.00
446,223,15,2,899.00,0.00
447,224,7,4,2999.00,0.15
448,224,22,3,1299.00,0.10
449,225,3,1,799.00,0.10
450,225,29,1,1299.00,0.20
451,226,12,2,699.00,0.00
452,226,36,2,399.00,0.00
453,227,15,3,899.00,0.00
454,227,43,3,599.00,0.00
455,228,24,4,399.00,0.00
456,228,50,1,899.00,0.10
457,229,6,1,1499.00,0.00
458,229,7,2,2999.00,0.00
459,230,2,2,499.00,0.10
460,230,14,3,4999.00,0.00
461,231,1,3,2499.00,0.15
462,231,21,1,899.00,0.00
463,232,5,4,599.00,0.00
464,232,28,2,699.00,0.10
465,233,18,1,349.00,0.00
466,233,35,3,599.00,0.00
467,234,7,2,2999.00,0.00
468,234,42,1,199.00,0.20
469,235,3,3,799.00,0.10
470,235,49,2,599.00,0.00
471,236,12,4,699.00,0.00
472,236,6,3,1499.00,0.10
473,237,15,1,899.00,0.00
474,237,13,1,1199.00,0.00
475,238,24,2,399.00,0.15
476,238,20,2,1599.00,0.05
477,239,6,3,1499.00,0.00
478,239,27,3,15000.00,0.00
479,240,2,4,499.00,0.10
480,240,34,1,299.00,0.10
481,241,1,1,2499.00,0.00
482,241,41,2,1500.00,0.00
483,242,5,2,599.00,0.05
484,242,48,3,699.00,0.00
485,243,18,3,349.00,0.00
486,243,5,1,599.00,0.20
487,244,7,4,2999.00,0.00
488,244,12,2,699.00,0.10
489,245,3,1,799.00,0.10
490,245,19,3,499.00,0.00
491,246,12,2,699.00,0.00
492,246,26,1,4999.00,0.00
493,247,15,3,899.00,0.00
494,247,33,2,1999.00,0.00
495,248,24,4,399.00,0.00
496,248,40,3,899.00,0.10
497,249,6,1,1499.00,0.00
498,249,47,1,799.00,0.00
499,250,2,2,499.00,0.10
500,250,4,2,3499.00,0.00
501,251,1,3,2499.00,0.00
502,251,11,3,399.00,0.00
503,252,5,4,599.00,0.15
504,252,18,1,349.00,0.10
505,253,18,1,349.00,0.05
506,253,25,2,799.00,0.00
507,254,7,2,2999.00,0.00
508,254,32,3,1299.00,0.00
509,255,3,3,799.00,0.10
510,255,39,1,6500.00,0.00
511,256,12,4,699.00,0.00
512,256,46,2,150.00,0.10
513,257,15,1,899.00,0.00
514,257,3,3,799.00,0.00
515,258,24,2,399.00,0.00
516,258,10,1,699.00,0.00
517,259,6,3,1499.00,0.15
518,259,17,2,2499.00,0.00
519,260,2,4,499.00,0.10
520,260,24,3,399.00,0.10
521,261,1,1,2499.00,0.00
522,261,31,1,799.00,0.20
523,262,5,2,599.00,0.00
524,262,38,2,2500.00,0.00
525,263,18,3,349.00,0.00
526,263,45,3,450.00,0.00
527,264,7,4,2999.00,0.05
528,264,2,1,499.00,0.10
529,265,3,1,799.00,0.10
530,265,9,2,499.00,0.00
531,266,12,2,699.00,0.15
532,266,16,3,599.00,0.05
533,267,15,3,899.00,0.00
534,267,23,1,499.00,0.00
535,268,24,4,399.00,0.00
536,268,30,2,8000.00,0.10
537,269,6,1,1499.00,0.00
538,269,37,3,499.00,0.00
539,270,2,2,499.00,0.10
540,270,44,1,299.00,0.20
541,271,1,3,2499.00,0.00
542,271,2,2,499.00,0.00
543,272,5,4,599.00,0.00
544,272,8,3,3999.00,0.10
545,273,18,1,349.00,0.15
546,273,15,1,899.00,0.00
547,274,7,2,2999.00,0.00
548,274,22,2,1299.00,0.00
549,275,3,3,799.00,0.10
550,275,29,3,1299.00,0.00
551,276,12,4,699.00,0.00
552,276,36,1,399.00,0.10
553,277,15,1,899.00,0.00
554,277,43,2,599.00,0.00
555,278,24,2,399.00,0.00
556,278,50,3,899.00,0.00
557,279,6,3,1499.00,0.00
558,279,7,1,2999.00,0.20
559,280,2,4,499.00,0.10
560,280,14,2,4999.00,0.10
561,281,1,1,2499.00,0.00
562,281,21,3,899.00,0.00
563,282,5,2,599.00,0.00
564,282,28,1,699.00,0.00
565,283,18,3,349.00,0.00
566,283,35,2,599.00,0.00
567,284,7,4,2999.00,0.00
568,284,42,3,199.00,0.10
569,285,3,1,799.00,0.10
570,285,49,1,599.00,0.00
571,286,12,2,699.00,0.05
572,286,6,2,1499.00,0.00
573,287,15,3,899.00,0.15
574,287,13,3,1199.00,0.00
575,288,24,4,399.00,0.00
576,288,20,1,1599.00,0.10
577,289,6,1,1499.00,0.00
578,289,27,2,15000.00,0.00
579,290,2,2,499.00,0.10
580,290,34,3,299.00,0.00
581,291,1,3,2499.00,0.00
582,291,41,1,1500.00,0.00
583,292,5,4,599.00,0.00
584,292,48,2,699.00,0.10
585,293,18,1,349.00,0.00
586,293,5,3,599.00,0.00
587,294,7,2,2999.00,0.15
588,294,12,1,699.00,0.05
589,295,3,3,799.00,0.10
590,295,19,2,499.00,0.00
591,296,12,4,699.00,0.00
592,296,26,3,4999.00,0.10
593,297,15,1,899.00,0.05
594,297,33,1,1999.00,0.20
595,298,24,2,399.00,0.00
596,298,40,2,899.00,0.00
597,299,6,3,1499.00,0.00
598,299,47,3,799.00,0.00
599,300,2,4,499.00,0.10
600,300,4,1,3499.00,0.10
601,301,1,1,2499.00,0.15
602,301,11,2,399.00,0.00
603,302,5,2,599.00,0.00
604,302,18,3,349.00,0.00
605,303,18,3,349.00,0.00
606,303,25,1,799.00,0.00
607,304,7,4,2999.00,0.00
608,304,32,2,1299.00,0.10
609,305,3,1,799.00,0.10
610,305,39,3,6500.00,0.00
611,306,12,2,699.00,0.00
612,306,46,1,150.00,0.20
613,307,15,3,899.00,0.00
614,307,3,2,799.00,0.00
615,308,24,4,399.00,0.15
616,308,10,3,699.00,0.10
617,309,6,1,1499.00,0.00
618,309,17,1,2499.00,0.00
619,310,2,2,499.00,0.10
620,310,24,2,399.00,0.00
621,311,1,3,2499.00,0.00
622,311,31,3,799.00,0.00
623,312,5,4,599.00,0.00
624,312,38,1,2500.00,0.10
625,313,18,1,349.00,0.00
626,313,45,2,450.00,0.00
627,314,7,2,2999.00,0.00
628,314,2,3,499.00,0.00
629,315,3,3,799.00,0.10
630,315,9,1,499.00,0.20
631,316,12,4,699.00,0.00
632,316,16,2,599.00,0.10
633,317,15,1,899.00,0.00
634,317,23,3,499.00,0.00
635,318,24,2,399.00,0.00
636,318,30,1,8000.00,0.00
637,319,6,3,1499.00,0.05
638,319,37,2,499.00,0.00
639,320,2,4,499.00,0.10
640,320,44,3,299.00,0.10
641,321,1,1,2499.00,0.00
642,321,2,1,499.00,0.00
643,322,5,2,599.00,0.15
644,322,8,2,3999.00,0.05
645,323,18,3,349.00,0.00
646,323,15,3,899.00,0.00
647,324,7,4,2999.00,0.00
648,324,22,1,1299.00,0.10
649,325,3,1,799.00,0.10
650,325,29,2,1299.00,0.00
651,326,12,2,699.00,0.00
652,326,36,3,399.00,0.00
653,327,15,3,899.00,0.00
654,327,43,1,599.00,0.00
655,328,24,4,399.00,0.00
656,328,50,2,899.00,0.10
657,329,6,1,1499.00,0.15
658,329,7,3,2999.00,0.00
659,330,2,2,499.00,0.10
660,330,14,1,4999.00,0.00
661,331,1,3,2499.00,0.00
662,331,21,2,899.00,0.00
663,332,5,4,599.00,0.00
664,332,28,3,699.00,0.10
665,333,18,1,349.00,0.00
666,333,35,1,599.00,0.20
667,334,7,2,2999.00,0.00
668,334,42,2,199.00,0.00
669,335,3,3,799.00,0.10
670,335,49,3,599.00,0.00
671,336,12,4,699.00,0.15
672,336,6,1,1499.00,0.10
673,337,15,1,899.00,0.00
674,337,13,2,1199.00,0.00
675,338,24,2,399.00,0.00
676,338,20,3,1599.00,0.00
677,339,6,3,1499.00,0.00
678,339,27,1,15000.00,0.00
679,340,2,4,499.00,0.10
680,340,34,2,299.00,0.10
681,341,1,1,2499.00,0.05
682,341,41,3,1500.00,0.00
683,342,5,2,599.00,0.00
684,342,48,1,699.00,0.20
685,343,18,3,349.00,0.15
686,343,5,2,599.00,0.00
687,344,7,4,2999.00,0.00
688,344,12,3,699.00,0.10
689,345,3,1,799.00,0.10
690,345,19,1,499.00,0.00
691,346,12,2,699.00,0.00
692,346,26,2,4999.00,0.00
693,347,15,3,899.00,0.00
694,347,33,3,1999.00,0.00
695,348,24,4,399.00,0.00
696,348,40,1,899.00,0.10
697,349,6,1,1499.00,0.00
698,349,47,2,799.00,0.00
699,350,2,2,499.00,0.10
700,350,4,3,3499.00,0.05
701,351,1,3,2499.00,0.00
702,351,11,1,399.00,0.20
703,352,5,4,599.00,0.05
704,352,18,2,349.00,0.10
705,353,18,1,349.00,0.00
706,353,25,3,799.00,0.00
707,354,7,2,2999.00,0.00
708,354,32,1,1299.00,0.00
709,355,3,3,799.00,0.10
710,355,39,2,6500.00,0.00
711,356,12,4,699.00,0.00
712,356,46,3,150.00,0.10
713,357,15,1,899.00,0.15
714,357,3,1,799.00,0.00
715,358,24,2,399.00,0.00
716,358,10,2,699.00,0.00
717,359,6,3,1499.00,0.00
718,359,17,3,2499.00,0.00
719,360,2,4,499.00,0.10
720,360,24,1,399.00,0.10
721,361,1,1,2499.00,0.00
722,361,31,2,799.00,0.00
723,362,5,2,599.00,0.00
724,362,38,3,2500.00,0.00
725,363,18,3,349.00,0.05
726,363,45,1,450.00,0.00
727,364,7,4,2999.00,0.15
728,364,2,2,499.00,0.10
729,365,3,1,799.00,0.10
730,365,9,3,499.00,0.00
731,366,12,2,699.00,0.00
732,366,16,1,599.00,0.00
733,367,15,3,899.00,0.00
734,367,23,2,499.00,0.00
735,368,24,4,399.00,0.00
736,368,30,3,8000.00,0.10
737,369,6,1,1499.00,0.00
738,369,37,1,499.00,0.20
739,370,2,2,499.00,0.10
740,370,44,2,299.00,0.00
741,371,1,3,2499.00,0.15
742,371,2,3,499.00,0.00
743,372,5,4,599.00,0.00
744,372,8,1,3999.00,0.10
745,373,18,1,349.00,0.00
746,373,15,2,899.00,0.00
747,374,7,2,2999.00,0.05
748,374,22,3,1299.00,0.00
749,375,3,3,799.00,0.10
750,375,29,1,1299.00,0.00
751,376,12,4,699.00,0.00
752,376,36,2,399.00,0.10
753,377,15,1,899.00,0.00
754,377,43,3,599.00,0.00
755,378,24,2,399.00,0.15
756,378,50,1,899.00,0.20
757,379,6,3,1499.00,0.00
758,379,7,2,2999.00,0.00
759,380,2,4,499.00,0.10
760,380,14,3,4999.00,0.10
761,381,1,1,2499.00,0.00
762,381,21,1,899.00,0.00
763,382,5,2,599.00,0.00
764,382,28,2,699.00,0.00
765,383,18,3,349.00,0.00
766,383,35,3,599.00,0.00
767,384,7,4,2999.00,0.00
768,384,42,1,199.00,0.10
769,385,3,1,799.00,0.10
770,385,49,2,599.00,0.00
771,386,12,2,699.00,0.00
772,386,6,3,1499.00,0.00
773,387,15,3,899.00,0.00
774,387,13,1,1199.00,0.20
775,388,24,4,399.00,0.00
776,388,20,2,1599.00,0.10
777,389,6,1,1499.00,0.00
778,389,27,3,15000.00,0.00
779,390,2,2,499.00,0.10
780,390,34,1,299.00,0.00
781,391,1,3,2499.00,0.00
782,391,41,2,1500.00,0.00
783,392,5,4,599.00,0.15
784,392,48,3,699.00,0.10
785,393,18,1,349.00,0.00
786,393,5,1,599.00,0.00
787,394,7,2,2999.00,0.00
788,394,12,2,699.00,0.00
789,395,3,3,799.00,0.10
790,395,19,3,499.00,0.00
791,396,12,4,699.00,0.05
792,396,26,1,4999.00,0.10
793,397,15,1,899.00,0.00
794,397,33,2,1999.00,0.00
795,398,24,2,399.00,0.00
796,398,40,3,899.00,0.00
797,399,6,3,1499.00,0.15
798,399,47,1,799.00,0.00
799,400,2,4,499.00,0.10
800,400,4,2,3499.00,0.10
801,401,1,1,2499.00,0.00
802,401,11,3,399.00,0.00
803,402,5,2,599.00,0.00
804,402,18,1,349.00,0.00
805,403,18,3,349.00,0.00
806,403,25,2,799.00,0.00
807,404,7,4,2999.00,0.00
808,404,32,3,1299.00,0.10
809,405,3,1,799.00,0.10
810,405,39,1,6500.00,0.20
811,406,12,2,699.00,0.15
812,406,46,2,150.00,0.05
813,407,15,3,899.00,0.05
814,407,3,3,799.00,0.00
815,408,24,4,399.00,0.00
816,408,10,1,699.00,0.10
817,409,6,1,1499.00,0.00
818,409,17,2,2499.00,0.00
819,410,2,2,499.00,0.10
820,410,24,3,399.00,0.00
821,411,1,3,2499.00,0.00
822,411,31,1,799.00,0.00
823,412,5,4,599.00,0.00
824,412,38,2,2500.00,0.10
825,413,18,1,349.00,0.15
826,413,45,3,450.00,0.00
827,414,7,2,2999.00,0.00
828,414,2,1,499.00,0.20
829,415,3,3,799.00,0.10
830,415,9,2,499.00,0.00
831,416,12,4,699.00,0.00
832,416,16,3,599.00,0.10
833,417,15,1,899.00,0.00
834,417,23,1,499.00,0.00
835,418,24,2,399.00,0.05
836,418,30,2,8000.00,0.00
837,419,6,3,1499.00,0.00
838,419,37,3,499.00,0.00
839,420,2,4,499.00,0.10
840,420,44,1,299.00,0.10
841,421,1,1,2499.00,0.00
842,421,2,2,499.00,0.00
843,422,5,2,599.00,0.00
844,422,8,3,3999.00,0.00
845,423,18,3,349.00,0.00
846,423,15,1,899.00,0.20
847,424,7,4,2999.00,0.00
848,424,22,2,1299.00,0.10
849,425,3,1,799.00,0.10
850,425,29,3,1299.00,0.00
851,426,12,2,699.00,0.00
852,426,36,1,399.00,0.00
853,427,15,3,899.00,0.15
854,427,43,2,599.00,0.00
